DateKey,Date,FullDateUK,FullDateUSA,DayOfMonth,DaySuffix,DayName,DayOfWeekUSA,DayOfWeekUK,DayOfWeekInMonth,DayOfWeekInYear,DayOfQuarter,DayOfYear,WeekOfMonth,WeekOfQuarter,WeekOfYear,Month,MonthName,MonthOfQuarter,Quarter,QuarterName,Year,YearName,MonthYear,MMYYYY,FirstDayOfMonth,LastDayOfMonth,FirstDayOfQuarter,LastDayOfQuarter,FirstDayOfYear,LastDayOfYear,IsHolidayUSA,IsWeekday,HolidayUSA,IsHolidayUK,HolidayUK
20220623,2022-06-23 00:00:00,23/06/2022,06/23/2022,23,23rd,Thursday,5,4,4,25,12,174,4,12,26,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,True,,False,
20220624,2022-06-24 00:00:00,24/06/2022,06/24/2022,24,24th,Friday,6,5,4,25,13,175,4,13,26,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,True,,False,
20220625,2022-06-25 00:00:00,25/06/2022,06/25/2022,25,25th,Saturday,7,6,4,26,13,176,4,13,26,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,False,,False,
20220626,2022-06-26 00:00:00,26/06/2022,06/26/2022,26,26th,Sunday,1,7,4,26,13,177,5,13,27,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,False,,False,
20220627,2022-06-27 00:00:00,27/06/2022,06/27/2022,27,27th,Monday,2,1,4,26,13,178,5,13,27,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,True,,False,
20220628,2022-06-28 00:00:00,28/06/2022,06/28/2022,28,28th,Tuesday,3,2,4,26,13,179,5,13,27,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,True,,False,
20220629,2022-06-29 00:00:00,29/06/2022,06/29/2022,29,29th,Wednesday,4,3,5,26,13,180,5,13,27,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,True,,False,
20220630,2022-06-30 00:00:00,30/06/2022,06/30/2022,30,30th,Thursday,5,4,5,26,13,181,5,13,27,6,June,3,2,Second,2022,CY 2022,Jun-2022  ,062022,2022-06-01,2022-06-30,2022-04-01,2022-06-30,2022-01-01,2022-12-31,False,True,,False,
20220701,2022-07-01 00:00:00,01/07/2022,07/01/2022,1,1st,Friday,6,5,1,26,1,182,1,1,27,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220702,2022-07-02 00:00:00,02/07/2022,07/02/2022,2,2nd,Saturday,7,6,1,27,1,183,1,1,27,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220703,2022-07-03 00:00:00,03/07/2022,07/03/2022,3,3rd,Sunday,1,7,1,27,1,184,2,1,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220704,2022-07-04 00:00:00,04/07/2022,07/04/2022,4,4th,Monday,2,1,1,27,1,185,2,1,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,True,True,Independance Day,False,
20220705,2022-07-05 00:00:00,05/07/2022,07/05/2022,5,5th,Tuesday,3,2,1,27,1,186,2,1,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220706,2022-07-06 00:00:00,06/07/2022,07/06/2022,6,6th,Wednesday,4,3,1,27,1,187,2,1,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220707,2022-07-07 00:00:00,07/07/2022,07/07/2022,7,7th,Thursday,5,4,1,27,1,188,2,1,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220708,2022-07-08 00:00:00,08/07/2022,07/08/2022,8,8th,Friday,6,5,2,27,2,189,2,2,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220709,2022-07-09 00:00:00,09/07/2022,07/09/2022,9,9th,Saturday,7,6,2,28,2,190,2,2,28,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220710,2022-07-10 00:00:00,10/07/2022,07/10/2022,10,10th,Sunday,1,7,2,28,2,191,3,2,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220711,2022-07-11 00:00:00,11/07/2022,07/11/2022,11,11th,Monday,2,1,2,28,2,192,3,2,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220712,2022-07-12 00:00:00,12/07/2022,07/12/2022,12,12th,Tuesday,3,2,2,28,2,193,3,2,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220713,2022-07-13 00:00:00,13/07/2022,07/13/2022,13,13th,Wednesday,4,3,2,28,2,194,3,2,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220714,2022-07-14 00:00:00,14/07/2022,07/14/2022,14,14th,Thursday,5,4,2,28,2,195,3,2,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220715,2022-07-15 00:00:00,15/07/2022,07/15/2022,15,15th,Friday,6,5,3,28,3,196,3,3,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220716,2022-07-16 00:00:00,16/07/2022,07/16/2022,16,16th,Saturday,7,6,3,29,3,197,3,3,29,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220717,2022-07-17 00:00:00,17/07/2022,07/17/2022,17,17th,Sunday,1,7,3,29,3,198,4,3,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220718,2022-07-18 00:00:00,18/07/2022,07/18/2022,18,18th,Monday,2,1,3,29,3,199,4,3,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220719,2022-07-19 00:00:00,19/07/2022,07/19/2022,19,19th,Tuesday,3,2,3,29,3,200,4,3,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220720,2022-07-20 00:00:00,20/07/2022,07/20/2022,20,20th,Wednesday,4,3,3,29,3,201,4,3,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220721,2022-07-21 00:00:00,21/07/2022,07/21/2022,21,21st,Thursday,5,4,3,29,3,202,4,3,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220722,2022-07-22 00:00:00,22/07/2022,07/22/2022,22,22nd,Friday,6,5,4,29,4,203,4,4,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220723,2022-07-23 00:00:00,23/07/2022,07/23/2022,23,23rd,Saturday,7,6,4,30,4,204,4,4,30,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220724,2022-07-24 00:00:00,24/07/2022,07/24/2022,24,24th,Sunday,1,7,4,30,4,205,5,4,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220725,2022-07-25 00:00:00,25/07/2022,07/25/2022,25,25th,Monday,2,1,4,30,4,206,5,4,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220726,2022-07-26 00:00:00,26/07/2022,07/26/2022,26,26th,Tuesday,3,2,4,30,4,207,5,4,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220727,2022-07-27 00:00:00,27/07/2022,07/27/2022,27,27th,Wednesday,4,3,4,30,4,208,5,4,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220728,2022-07-28 00:00:00,28/07/2022,07/28/2022,28,28th,Thursday,5,4,4,30,4,209,5,4,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220729,2022-07-29 00:00:00,29/07/2022,07/29/2022,29,29th,Friday,6,5,5,30,5,210,5,5,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220730,2022-07-30 00:00:00,30/07/2022,07/30/2022,30,30th,Saturday,7,6,5,31,5,211,5,5,31,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220731,2022-07-31 00:00:00,31/07/2022,07/31/2022,31,31st,Sunday,1,7,5,31,5,212,6,5,32,7,July,1,3,Third,2022,CY 2022,Jul-2022  ,072022,2022-07-01,2022-07-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220801,2022-08-01 00:00:00,01/08/2022,08/01/2022,1,1st,Monday,2,1,1,31,5,213,1,5,32,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220802,2022-08-02 00:00:00,02/08/2022,08/02/2022,2,2nd,Tuesday,3,2,1,31,5,214,1,5,32,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220803,2022-08-03 00:00:00,03/08/2022,08/03/2022,3,3rd,Wednesday,4,3,1,31,5,215,1,5,32,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220804,2022-08-04 00:00:00,04/08/2022,08/04/2022,4,4th,Thursday,5,4,1,31,5,216,1,5,32,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220805,2022-08-05 00:00:00,05/08/2022,08/05/2022,5,5th,Friday,6,5,1,31,6,217,1,6,32,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220806,2022-08-06 00:00:00,06/08/2022,08/06/2022,6,6th,Saturday,7,6,1,32,6,218,1,6,32,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220807,2022-08-07 00:00:00,07/08/2022,08/07/2022,7,7th,Sunday,1,7,1,32,6,219,2,6,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220808,2022-08-08 00:00:00,08/08/2022,08/08/2022,8,8th,Monday,2,1,2,32,6,220,2,6,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220809,2022-08-09 00:00:00,09/08/2022,08/09/2022,9,9th,Tuesday,3,2,2,32,6,221,2,6,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220810,2022-08-10 00:00:00,10/08/2022,08/10/2022,10,10th,Wednesday,4,3,2,32,6,222,2,6,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220811,2022-08-11 00:00:00,11/08/2022,08/11/2022,11,11th,Thursday,5,4,2,32,6,223,2,6,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220812,2022-08-12 00:00:00,12/08/2022,08/12/2022,12,12th,Friday,6,5,2,32,7,224,2,7,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220813,2022-08-13 00:00:00,13/08/2022,08/13/2022,13,13th,Saturday,7,6,2,33,7,225,2,7,33,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220814,2022-08-14 00:00:00,14/08/2022,08/14/2022,14,14th,Sunday,1,7,2,33,7,226,3,7,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220815,2022-08-15 00:00:00,15/08/2022,08/15/2022,15,15th,Monday,2,1,3,33,7,227,3,7,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220816,2022-08-16 00:00:00,16/08/2022,08/16/2022,16,16th,Tuesday,3,2,3,33,7,228,3,7,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220817,2022-08-17 00:00:00,17/08/2022,08/17/2022,17,17th,Wednesday,4,3,3,33,7,229,3,7,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220818,2022-08-18 00:00:00,18/08/2022,08/18/2022,18,18th,Thursday,5,4,3,33,7,230,3,7,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220819,2022-08-19 00:00:00,19/08/2022,08/19/2022,19,19th,Friday,6,5,3,33,8,231,3,8,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220820,2022-08-20 00:00:00,20/08/2022,08/20/2022,20,20th,Saturday,7,6,3,34,8,232,3,8,34,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220821,2022-08-21 00:00:00,21/08/2022,08/21/2022,21,21st,Sunday,1,7,3,34,8,233,4,8,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220822,2022-08-22 00:00:00,22/08/2022,08/22/2022,22,22nd,Monday,2,1,4,34,8,234,4,8,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220823,2022-08-23 00:00:00,23/08/2022,08/23/2022,23,23rd,Tuesday,3,2,4,34,8,235,4,8,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220824,2022-08-24 00:00:00,24/08/2022,08/24/2022,24,24th,Wednesday,4,3,4,34,8,236,4,8,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220825,2022-08-25 00:00:00,25/08/2022,08/25/2022,25,25th,Thursday,5,4,4,34,8,237,4,8,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,True,Summer Bank Holiday
20220826,2022-08-26 00:00:00,26/08/2022,08/26/2022,26,26th,Friday,6,5,4,34,9,238,4,9,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220827,2022-08-27 00:00:00,27/08/2022,08/27/2022,27,27th,Saturday,7,6,4,35,9,239,4,9,35,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220828,2022-08-28 00:00:00,28/08/2022,08/28/2022,28,28th,Sunday,1,7,4,35,9,240,5,9,36,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220829,2022-08-29 00:00:00,29/08/2022,08/29/2022,29,29th,Monday,2,1,5,35,9,241,5,9,36,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220830,2022-08-30 00:00:00,30/08/2022,08/30/2022,30,30th,Tuesday,3,2,5,35,9,242,5,9,36,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220831,2022-08-31 00:00:00,31/08/2022,08/31/2022,31,31st,Wednesday,4,3,5,35,9,243,5,9,36,8,August,2,3,Third,2022,CY 2022,Aug-2022  ,082022,2022-08-01,2022-08-31,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220901,2022-09-01 00:00:00,01/09/2022,09/01/2022,1,1st,Thursday,5,4,1,35,9,244,1,9,36,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220902,2022-09-02 00:00:00,02/09/2022,09/02/2022,2,2nd,Friday,6,5,1,35,10,245,1,10,36,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220903,2022-09-03 00:00:00,03/09/2022,09/03/2022,3,3rd,Saturday,7,6,1,36,10,246,1,10,36,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220904,2022-09-04 00:00:00,04/09/2022,09/04/2022,4,4th,Sunday,1,7,1,36,10,247,2,10,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220905,2022-09-05 00:00:00,05/09/2022,09/05/2022,5,5th,Monday,2,1,1,36,10,248,2,10,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220906,2022-09-06 00:00:00,06/09/2022,09/06/2022,6,6th,Tuesday,3,2,1,36,10,249,2,10,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220907,2022-09-07 00:00:00,07/09/2022,09/07/2022,7,7th,Wednesday,4,3,1,36,10,250,2,10,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220908,2022-09-08 00:00:00,08/09/2022,09/08/2022,8,8th,Thursday,5,4,2,36,10,251,2,10,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220909,2022-09-09 00:00:00,09/09/2022,09/09/2022,9,9th,Friday,6,5,2,36,11,252,2,11,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220910,2022-09-10 00:00:00,10/09/2022,09/10/2022,10,10th,Saturday,7,6,2,37,11,253,2,11,37,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220911,2022-09-11 00:00:00,11/09/2022,09/11/2022,11,11th,Sunday,1,7,2,37,11,254,3,11,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220912,2022-09-12 00:00:00,12/09/2022,09/12/2022,12,12th,Monday,2,1,2,37,11,255,3,11,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220913,2022-09-13 00:00:00,13/09/2022,09/13/2022,13,13th,Tuesday,3,2,2,37,11,256,3,11,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220914,2022-09-14 00:00:00,14/09/2022,09/14/2022,14,14th,Wednesday,4,3,2,37,11,257,3,11,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220915,2022-09-15 00:00:00,15/09/2022,09/15/2022,15,15th,Thursday,5,4,3,37,11,258,3,11,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220916,2022-09-16 00:00:00,16/09/2022,09/16/2022,16,16th,Friday,6,5,3,37,12,259,3,12,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220917,2022-09-17 00:00:00,17/09/2022,09/17/2022,17,17th,Saturday,7,6,3,38,12,260,3,12,38,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220918,2022-09-18 00:00:00,18/09/2022,09/18/2022,18,18th,Sunday,1,7,3,38,12,261,4,12,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220919,2022-09-19 00:00:00,19/09/2022,09/19/2022,19,19th,Monday,2,1,3,38,12,262,4,12,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220920,2022-09-20 00:00:00,20/09/2022,09/20/2022,20,20th,Tuesday,3,2,3,38,12,263,4,12,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220921,2022-09-21 00:00:00,21/09/2022,09/21/2022,21,21st,Wednesday,4,3,3,38,12,264,4,12,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220922,2022-09-22 00:00:00,22/09/2022,09/22/2022,22,22nd,Thursday,5,4,4,38,12,265,4,12,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220923,2022-09-23 00:00:00,23/09/2022,09/23/2022,23,23rd,Friday,6,5,4,38,13,266,4,13,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220924,2022-09-24 00:00:00,24/09/2022,09/24/2022,24,24th,Saturday,7,6,4,39,13,267,4,13,39,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220925,2022-09-25 00:00:00,25/09/2022,09/25/2022,25,25th,Sunday,1,7,4,39,13,268,5,13,40,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,False,,False,
20220926,2022-09-26 00:00:00,26/09/2022,09/26/2022,26,26th,Monday,2,1,4,39,13,269,5,13,40,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
20220927,2022-09-27 00:00:00,27/09/2022,09/27/2022,27,27th,Tuesday,3,2,4,39,13,270,5,13,40,9,September,3,3,Third,2022,CY 2022,Sep-2022  ,092022,2022-09-01,2022-09-30,2022-07-01,2022-09-30,2022-01-01,2022-12-31,False,True,,False,
