"id_factura","cantidad_vendida","precio_unitario_historico","ingresos_linea","llave_fecha","id_track_original","nombre_cancion","album","artista","genero_actual","genero_anterior","registro_activo"
89,1,0.99,0.99,20220118,2991,"All Along The Watchtower","Rattle And Hum","U2","Rock","","T"
89,1,0.99,0.99,20220118,3000,"God Part II","Rattle And Hum","U2","Rock","","T"
90,1,0.99,0.99,20220126,3014,"Desire","The Best Of 1980-1990","U2","Rock","","T"
91,1,0.99,0.99,20220208,3015,"When Love Comes To Town","The Best Of 1980-1990","U2","Rock","","T"
91,1,0.99,0.99,20220208,3016,"Angel Of Harlem","The Best Of 1980-1990","U2","Rock","","T"
92,1,0.99,0.99,20220208,3018,"Sunday Bloody Sunday","War","U2","Rock","","T"
92,1,0.99,0.99,20220208,3020,"New Year's Day","War","U2","Rock","","T"
93,1,0.99,0.99,20220209,3022,"Drowning Man","War","U2","Rock","","T"
93,1,0.99,0.99,20220209,3024,"Two Hearts Beat As One","War","U2","Rock","","T"
93,1,0.99,0.99,20220209,3026,"Surrender","War","U2","Rock","","T"
93,1,0.99,0.99,20220209,3028,"Zooropa","Zooropa","U2","Rock","","T"
94,1,0.99,0.99,20220210,3032,"Stay (Faraway So Close!)","Zooropa","U2","Rock","","T"
94,1,0.99,0.99,20220210,3036,"Dirty Day","Zooropa","U2","Rock","","T"
94,1,0.99,0.99,20220210,3040,"I Would Do For You","UB40 The Best Of - Volume Two [UK]","UB40","Reggae","","T"
94,1,0.99,0.99,20220210,3044,"Wear You To The Ball","UB40 The Best Of - Volume Two [UK]","UB40","Reggae","","T"
94,1,0.99,0.99,20220210,3048,"C'est La Vie","UB40 The Best Of - Volume Two [UK]","UB40","Reggae","","T"
94,1,0.99,0.99,20220210,3052,"Where Have All The Good Times Gone?","Diver Down","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3058,"Dancing In The Street","Diver Down","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3064,"Eruption","The Best Of Van Halen Vol. I","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3070,"Jump","The Best Of Van Halen Vol. I","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3076,"Right Now","The Best Of Van Halen Vol. I","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3082,"Eruption","Van Halen","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3088,"Feel Your Love Tonight","Van Halen","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3094,"One I Want","Van Halen III","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3100,"Year to the Day","Van Halen III","Van Halen","Rock","","T"
95,1,0.99,0.99,20220213,3106,"Big Machine","Contraband","Velvet Revolver","Rock","","T"
96,1,0.99,0.99,20220218,3115,"Dirty Little Thing","Contraband","Velvet Revolver","Rock","","T"
96,1,0.99,0.99,20220218,3124,"So Por Amor","Vinicius De Moraes","Vin�cius De Moraes","Latin","","T"
96,1,0.99,0.99,20220218,3133,"Here I Go Again","Greatest Hits","Lenny Kravitz","Metal","","T"
96,1,0.99,0.99,20220218,3142,"The Deeper The Love","Greatest Hits","Lenny Kravitz","Metal","","T"
96,1,0.99,0.99,20220218,3151,"Seu Balanc�","Ao Vivo [IMPORT]","Zeca Pagodinho","Latin","","T"
96,1,0.99,0.99,20220218,3160,"Sapopemba e Maxambomba","Ao Vivo [IMPORT]","Zeca Pagodinho","Latin","","T"
96,1,1.99,1.99,20220218,3169,"The Man Behind the Curtain","Lost Season 3","Lost","Drama","","T"
96,1,1.99,1.99,20220218,3178,"The Dundies","The Office Season 2","The Office","TV Shows","","T"
96,1,1.99,1.99,20220218,3187,"Christmas Party","The Office Season 2","The Office","TV Shows","","T"
96,1,1.99,1.99,20220218,3196,"Michael's Birthday","The Office Season 2","The Office","TV Shows","","T"
96,1,1.99,1.99,20220218,3205,"Diwali","The Office Season 3","The Office","TV Shows","","T"
96,1,1.99,1.99,20220218,3214,"Phyllis's Wedding","The Office Season 3","The Office","Comedy","","T"
96,1,1.99,1.99,20220218,3223,"How to Stop an Exploding Man","Heroes Season 1","Heroes","Drama","","T"
96,1,1.99,1.99,20220218,3232,"The Long Patrol","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
97,1,1.99,1.99,20220226,3246,"Baltar's Escape","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
98,1,1.99,1.99,20220311,3247,"Experiment In Terra","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
98,1,1.99,1.99,20220311,3248,"Take the Celestra","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
99,1,1.99,1.99,20220311,3250,"Pilot","Aquaman","Aquaman","TV Shows","","T"
99,1,1.99,1.99,20220311,3252,"Through the Looking Glass Pt. 1","Lost Season 3","Lost","Drama","","T"
100,1,0.99,0.99,20220312,3254,"#9 Dream","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
100,1,0.99,0.99,20220312,3256,"Give Peace a Chance","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
100,1,0.99,0.99,20220312,3258,"Whatever Gets You Thru the Night","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
100,1,0.99,0.99,20220312,3260,"Gimme Some Truth","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
101,1,0.99,0.99,20220313,3264,"Jealous Guy","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
101,1,0.99,0.99,20220313,3268,"Beautiful Boy","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
101,1,0.99,0.99,20220313,3272,"Gimme Some Truth","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
101,1,0.99,0.99,20220313,3276,"Sympton of the Universe","Speak of the Devil","Ozzy Osbourne","Rock","","T"
101,1,0.99,0.99,20220313,3280,"War Pigs","Speak of the Devil","Ozzy Osbourne","Rock","","T"
101,1,0.99,0.99,20220313,3284,"Never Say Die","Speak of the Devil","Ozzy Osbourne","Rock","","T"
102,1,0.99,0.99,20220316,3290,"The Zoo","20th Century Masters - The Millennium Collection: The Best of Scorpions","Scorpions","Rock","","T"
102,1,0.99,0.99,20220316,3296,"I Can't Explain","20th Century Masters - The Millennium Collection: The Best of Scorpions","Scorpions","Rock","","T"
102,1,0.99,0.99,20220316,3302,"Put Your Head Out","House of Pain","House Of Pain","Hip Hop/Rap","","T"
102,1,0.99,0.99,20220316,3308,"Danny Boy Danny Boy","House of Pain","House Of Pain","Hip Hop/Rap","","T"
102,1,0.99,0.99,20220316,3314,"One For The Road","House of Pain","House Of Pain","Hip Hop/Rap","","T"
102,1,0.99,0.99,20220316,3320,"Chapa o Coco","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro","O Rappa","Electronica/Dance","","T"
102,1,0.99,0.99,20220316,3326,"Todo o Carnaval tem seu Fim","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro","O Rappa","Electronica/Dance","","T"
102,1,0.99,0.99,20220316,3332,"Funk de Bamba","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro","O Rappa","Electronica/Dance","","T"
102,1,1.99,1.99,20220316,3338,"The Beginning of the End","LOST Season 4","Lost","Drama","","T"
103,1,1.99,1.99,20220321,3347,"Meet Kevin Johnson","LOST Season 4","Lost","TV Shows","","T"
103,1,0.99,0.99,20220321,3356,"Muita Bobeira","Duos II","Luciana Souza/Romero Lubambo","Latin","","T"
103,1,0.99,0.99,20220321,3365,"Say Hello 2 Heaven","Temple of the Dog","Temple of the Dog","Alternative","","T"
103,1,0.99,0.99,20220321,3374,"All Night Thing","Temple of the Dog","Temple of the Dog","Alternative","","T"
103,1,0.99,0.99,20220321,3383,"Scar On the Sky","Carry On","Chris Cornell","Alternative","","T"
103,1,0.99,0.99,20220321,3392,"Until We Fall","Revelations","Audioslave","Alternative","","T"
103,1,0.99,0.99,20220321,3401,"Show Me How to Live (Live at the Quart Festival)","Revelations","Audioslave","Alternative","","T"
103,1,0.99,0.99,20220321,3410,"The Messiah: Behold I Tell You a Mystery... The Trumpet Shall Sound","Handel: The Messiah (Highlights)","Scholars Baroque Ensemble","Classical","","T"
103,1,0.99,0.99,20220321,3419,"Requiem Op.48: 4. Pie Jesu","Faur�: Requiem Ravel: Pavane & Others","Academy of St. Martin in the Fields John Birch Sir Neville Marriner & Sylvia McNair","Classical","","T"
103,1,1.99,1.99,20220321,3428,"Branch Closing","The Office Season 3","The Office","Comedy","","T"
103,1,0.99,0.99,20220321,3437,"Piano Sonata No. 14 in C Sharp Minor Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto","Beethoven Piano Sonatas: Moonlight & Pastorale","Maurizio Pollini","Classical","","T"
103,1,0.99,0.99,20220321,3446,"Symphonie Fantastique Op. 14: V. Songe d'une nuit du sabbat","Berlioz: Symphonie Fantastique","Michael Tilson Thomas & San Francisco Symphony","Classical","","T"
103,1,0.99,0.99,20220321,3455,"Rehab","Back to Black","Amy Winehouse","R&B/Soul","","T"
103,1,0.99,0.99,20220321,3464,"He Can Only Hold Her","Back to Black","Amy Winehouse","R&B/Soul","","T"
104,1,0.99,0.99,20220329,3478,"Slowness","Carried to Dust (Bonus Track Version)","Calexico","Alternative","","T"
105,1,0.99,0.99,20220411,3479,"Prometheus Overture Op. 43","Beethoven: Symphony No. 6 'Pastoral' Etc.","Otto Klemperer & Philharmonia Orchestra","Classical","","T"
105,1,0.99,0.99,20220411,3480,"Sonata for Solo Violin: IV: Presto","Bartok: Violin & Viola Concertos","Yehudi Menuhin","Classical","","T"
106,1,0.99,0.99,20220411,3482,"Suite No. 3 in D BWV 1068: III. Gavotte I & II","Bach: Orchestral Suites Nos. 1 - 4","Academy of St. Martin in the Fields Sir Neville Marriner & Thurston Dart","Classical","","T"
106,1,0.99,0.99,20220411,3484,"Adios nonino","South American Getaway","The 12 Cellists of The Berlin Philharmonic","Classical","","T"
107,1,0.99,0.99,20220412,3486,"Act IV Symphony","Purcell: The Fairy Queen","Roger Norrington London Classical Players","Classical","","T"
107,1,0.99,0.99,20220412,3488,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest Lord the Secrets of Our Hearts","Purcell: Music for the Queen Mary","Equale Brass Ensemble John Eliot Gardiner & Munich Monteverdi Orchestra and Choir","Classical","","T"
107,1,0.99,0.99,20220412,3490,"Partita in E Major BWV 1006A: I. Prelude","J.S. Bach: Chaconne Suite in E Minor Partita in E Major & Prelude Fugue and Allegro","Julian Bream","Classical","","T"
107,1,0.99,0.99,20220412,3492,"Sing Joyfully","English Renaissance","The King's Singers","Classical","","T"
108,1,0.99,0.99,20220413,1,"For Those About To Rock (We Salute You)","For Those About To Rock We Salute You","AC/DC","Rock","","T"
108,1,0.99,0.99,20220413,5,"Princess of the Dawn","Restless and Wild","Accept","Rock","","T"
108,1,0.99,0.99,20220413,9,"Snowballed","For Those About To Rock We Salute You","AC/DC","Rock","","T"
108,1,0.99,0.99,20220413,13,"Night Of The Long Knives","For Those About To Rock We Salute You","AC/DC","Rock","","T"
108,1,0.99,0.99,20220413,3496,"�tude 1 In C Major - Preludio (Presto) - Liszt","Liszt - 12 �tudes D'Execution Transcendante","Michele Campanella","Classical","","T"
108,1,0.99,0.99,20220413,3500,"String Quartet No. 12 in C Minor D. 703 ""Quartettsatz"": II. Andante - Allegro assai","Schubert: The Late String Quartets & String Quintet (3 CD's)","Emerson String Quartet","Classical","","T"
109,1,0.99,0.99,20220416,19,"Problem Child","Let There Be Rock","AC/DC","Rock","","T"
109,1,0.99,0.99,20220416,25,"Rag Doll","Big Ones","Aerosmith","Rock","","T"
109,1,0.99,0.99,20220416,31,"Blind Man","Big Ones","Aerosmith","Rock","","T"
109,1,0.99,0.99,20220416,37,"Livin' On The Edge","Big Ones","Aerosmith","Rock","","T"
109,1,0.99,0.99,20220416,43,"Forgiven","Jagged Little Pill","Alanis Morissette","Rock","","T"
109,1,0.99,0.99,20220416,49,"Wake Up","Jagged Little Pill","Alanis Morissette","Rock","","T"
109,1,0.99,0.99,20220416,55,"I Can't Remember","Facelift","Alice In Chains","Rock","","T"
109,1,0.99,0.99,20220416,61,"I Know Somethin (Bout You)","Facelift","Alice In Chains","Rock","","T"
109,1,0.99,0.99,20220416,67,"Ligia","Warner 25 Anos","Ant�nio Carlos Jobim","Jazz","","T"
110,1,0.99,0.99,20220421,76,"Canta Canta Mais","Warner 25 Anos","Ant�nio Carlos Jobim","Jazz","","T"
110,1,0.99,0.99,20220421,85,"Cochise","Audioslave","Audioslave","Rock","","T"
110,1,0.99,0.99,20220421,94,"Hypnotize","Audioslave","Audioslave","Rock","","T"
110,1,0.99,0.99,20220421,103,"Drown Me Slowly","Out Of Exile","Audioslave","Alternative & Punk","","T"
110,1,0.99,0.99,20220421,112,"Long Tall Sally","BackBeat Soundtrack","BackBeat","Rock And Roll","","T"
110,1,0.99,0.99,20220421,121,"Good Golly Miss Molly","BackBeat Soundtrack","BackBeat","Rock And Roll","","T"
110,1,0.99,0.99,20220421,130,"Do what cha wanna","The Best Of Billy Cobham","Billy Cobham","Jazz","","T"
110,1,0.99,0.99,20220421,139,"A.N.D.R.O.T.A.Z.","Alcohol Fueled Brewtality Live! [Disc 1]","Black Label Society","Metal","","T"
110,1,0.99,0.99,20220421,148,"The Beginning...At Last","Alcohol Fueled Brewtality Live! [Disc 2]","Black Label Society","Metal","","T"
110,1,0.99,0.99,20220421,157,"Tomorrow's Dream","Black Sabbath Vol. 4 (Remaster)","Black Sabbath","Metal","","T"
110,1,0.99,0.99,20220421,166,"Smoked Pork","Body Count","Body Count","Alternative & Punk","","T"
110,1,0.99,0.99,20220421,175,"Voodoo","Body Count","Body Count","Alternative & Punk","","T"
110,1,0.99,0.99,20220421,184,"Chemical Wedding","Chemical Wedding","Bruce Dickinson","Metal","","T"
110,1,0.99,0.99,20220421,193,"Realword","Chemical Wedding","Bruce Dickinson","Metal","","T"
111,1,0.99,0.99,20220429,207,"Medita��o","Prenda Minha","Caetano Veloso","Latin","","T"
112,1,0.99,0.99,20220512,208,"Terra","Prenda Minha","Caetano Veloso","Latin","","T"
112,1,0.99,0.99,20220512,209,"Eclipse Oculto","Prenda Minha","Caetano Veloso","Latin","","T"
113,1,0.99,0.99,20220512,211,"Bem Devagar","Prenda Minha","Caetano Veloso","Latin","","T"
113,1,0.99,0.99,20220512,213,"Saudosismo","Prenda Minha","Caetano Veloso","Latin","","T"
114,1,0.99,0.99,20220513,215,"Sozinho","Prenda Minha","Caetano Veloso","Latin","","T"
114,1,0.99,0.99,20220513,217,"Mel","Prenda Minha","Caetano Veloso","Latin","","T"
114,1,0.99,0.99,20220513,219,"Odara","Prenda Minha","Caetano Veloso","Latin","","T"
114,1,0.99,0.99,20220513,221,"Atr�s Da Verd-E-Rosa S� N�o Vai Quem J� Morreu","Prenda Minha","Caetano Veloso","Latin","","T"
115,1,0.99,0.99,20220514,225,"Sozinho (Ca�drum 'n' Bass)","Sozinho Remix Ao Vivo","Caetano Veloso","Latin","","T"
115,1,0.99,0.99,20220514,229,"Samba De Orly","Minha Historia","Chico Buarque","Latin","","T"
115,1,0.99,0.99,20220514,233,"O Que Ser� (� Flor Da Terra)","Minha Historia","Chico Buarque","Latin","","T"
115,1,0.99,0.99,20220514,237,"Minha Historia","Minha Historia","Chico Buarque","Latin","","T"
115,1,0.99,0.99,20220514,241,"Geni E O Zepelim","Minha Historia","Chico Buarque","Latin","","T"
115,1,0.99,0.99,20220514,245,"Constru��o / Deus Lhe Pague","Minha Historia","Chico Buarque","Latin","","T"
116,1,0.99,0.99,20220517,251,"Um Passeio No Mundo Livre","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
116,1,0.99,0.99,20220517,257,"Manguetown","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
116,1,0.99,0.99,20220517,263,"Crian�a De Domingo","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
116,1,0.99,0.99,20220517,269,"Banditismo Por Uma Questa","Da Lama Ao Caos","Chico Science & Na��o Zumbi","Latin","","T"
116,1,0.99,0.99,20220517,275,"Da Lama Ao Caos","Da Lama Ao Caos","Chico Science & Na��o Zumbi","Latin","","T"
116,1,0.99,0.99,20220517,281,"Computadores Fazem Arte","Da Lama Ao Caos","Chico Science & Na��o Zumbi","Latin","","T"
116,1,0.99,0.99,20220517,287,"Extra","Ac�stico MTV [Live]","Cidade Negra","Reggae","","T"
116,1,0.99,0.99,20220517,293,"Onde Voc� Mora?","Ac�stico MTV [Live]","Cidade Negra","Reggae","","T"
116,1,0.99,0.99,20220517,299,"Onde Voc� Mora?","Cidade Negra - Hits","Cidade Negra","Reggae","","T"
117,1,0.99,0.99,20220522,308,"Na Frente Da TV","Cidade Negra - Hits","Cidade Negra","Reggae","","T"
117,1,0.99,0.99,20220522,317,"Amor Demais","Na Pista","Cl�udio Zoli","Latin","","T"
117,1,0.99,0.99,20220522,326,"Tapa Aqui Descobre Ali","Ax� Bahia 2001","Various Artists","Pop","","T"
117,1,0.99,0.99,20220522,335,"My Love","Ax� Bahia 2001","Various Artists","Pop","","T"
117,1,0.99,0.99,20220522,344,"Travelling Riverside Blues","BBC Sessions [Disc 1] [Live]","Led Zeppelin","Rock","","T"
117,1,0.99,0.99,20220522,353,"Sam With The Showing Scalp Flat Top","Bongo Fury","Frank Zappa & Captain Beefheart","Rock","","T"
117,1,0.99,0.99,20220522,362,"Gavioes 2001","Carnaval 2001","Various Artists","Soundtrack","","T"
117,1,0.99,0.99,20220522,371,"Morro Da Casa Verde 2001","Carnaval 2001","Various Artists","Soundtrack","","T"
117,1,0.99,0.99,20220522,380,"Samba da Ben�aco","Chill: Brazil (Disc 1)","Marcos Valle","Latin","","T"
117,1,0.99,0.99,20220522,389,"Maria Fuma�a","Chill: Brazil (Disc 1)","Marcos Valle","Latin","","T"
117,1,0.99,0.99,20220522,398,"Only A Dream In Rio","Chill: Brazil (Disc 2)","Ant�nio Carlos Jobim","Latin","","T"
117,1,0.99,0.99,20220522,407,"S� Tinha De Ser Com Voc�","Chill: Brazil (Disc 2)","Ant�nio Carlos Jobim","Latin","","T"
117,1,0.99,0.99,20220522,416,"Whiskey In The Jar","Garage Inc. (Disc 1)","Metallica","Metal","","T"
117,1,0.99,0.99,20220522,425,"It's A Hard Life","Greatest Hits II","Queen","Rock","","T"
118,1,0.99,0.99,20220530,439,"Sure Know Something","Greatest Kiss","Kiss","Rock","","T"
119,1,0.99,0.99,20220612,440,"Love Gun","Greatest Kiss","Kiss","Rock","","T"
119,1,0.99,0.99,20220612,441,"Deuce","Greatest Kiss","Kiss","Rock","","T"
120,1,0.99,0.99,20220612,443,"Shock Me","Greatest Kiss","Kiss","Rock","","T"
120,1,0.99,0.99,20220612,445,"She","Greatest Kiss","Kiss","Rock","","T"
121,1,0.99,0.99,20220613,447,"Shout It Out Loud","Greatest Kiss","Kiss","Rock","","T"
121,1,0.99,0.99,20220613,449,"Calling Dr. Love","Greatest Kiss","Kiss","Rock","","T"
121,1,0.99,0.99,20220613,451,"Strutter","Greatest Kiss","Kiss","Rock","","T"
121,1,0.99,0.99,20220613,453,"Cold Gin","Greatest Kiss","Kiss","Rock","","T"
122,1,0.99,0.99,20220614,457,"De La Luz","Heart of the Night","Spyro Gyra","Jazz","","T"
122,1,0.99,0.99,20220614,461,"Surrender","Heart of the Night","Spyro Gyra","Jazz","","T"
122,1,0.99,0.99,20220614,465,"When Evening Falls","Heart of the Night","Spyro Gyra","Jazz","","T"
122,1,0.99,0.99,20220614,469,"Poprocks And Coke","International Superhits","Green Day","Alternative & Punk","","T"
122,1,0.99,0.99,20220614,473,"When I Come Around","International Superhits","Green Day","Alternative & Punk","","T"
122,1,0.99,0.99,20220614,477,"Brain Stew","International Superhits","Green Day","Alternative & Punk","","T"
123,1,0.99,0.99,20220617,483,"Redundant","International Superhits","Green Day","Alternative & Punk","","T"
123,1,0.99,0.99,20220617,489,"Into The Light","Into The Light","David Coverdale","Rock","","T"
123,1,0.99,0.99,20220617,495,"Cry For Love","Into The Light","David Coverdale","Rock","","T"
123,1,0.99,0.99,20220617,501,"Grito De Alerta","Meus Momentos","Gonzaguinha","Latin","","T"
123,1,0.99,0.99,20220617,507,"Lindo Lago Do Amor","Meus Momentos","Gonzaguinha","Latin","","T"
123,1,0.99,0.99,20220617,513,"Ponto De Interroga��o","Meus Momentos","Gonzaguinha","Latin","","T"
123,1,0.99,0.99,20220617,519,"Voce Nao Entende Nada - Cotidiano","Minha Historia","Chico Buarque","Latin","","T"
123,1,0.99,0.99,20220617,525,"O Leaozinho","Minha Historia","Chico Buarque","Latin","","T"
123,1,0.99,0.99,20220617,531,"Top Top","Minha Hist�ria","Os Mutantes","Alternative & Punk","","T"
124,1,0.99,0.99,20220622,540,"Posso Perder Minha Mulher Minha M�e Desde Que Eu Tenha O Rock And Roll","Minha Hist�ria","Os Mutantes","Alternative & Punk","","T"
124,1,0.99,0.99,20220622,549,"You Fool No One","MK III The Final Concerts [Disc 1]","Deep Purple","Rock","","T"
124,1,0.99,0.99,20220622,558,"Viradouro","Sambas De Enredo 2001","Various Artists","Latin","","T"
124,1,0.99,0.99,20220622,567,"Tradi��o","Sambas De Enredo 2001","Various Artists","Latin","","T"
124,1,0.99,0.99,20220622,576,"Maria Maria","Supernatural","Santana","Rock","","T"
124,1,0.99,0.99,20220622,585,"Entre E Ou�a","The Best of Ed Motta","Ed Motta","Latin","","T"
124,1,0.99,0.99,20220622,594,"Agora Que O Dia Acordou","The Best of Ed Motta","Ed Motta","Latin","","T"
124,1,0.99,0.99,20220622,603,"Bye Bye Blackbird","The Essential Miles Davis [Disc 1]","Miles Davis","Jazz","","T"
124,1,0.99,0.99,20220622,612,"Nefertiti","The Essential Miles Davis [Disc 2]","Miles Davis","Jazz","","T"
124,1,0.99,0.99,20220622,621,"Going Down / Highway Star","The Final Concerts (Disc 2)","Deep Purple","Rock","","T"
124,1,0.99,0.99,20220622,630,"Boogie Blues","Up An' Atom","Gene Krupa","Jazz","","T"
124,1,0.99,0.99,20220622,639,"Don't Take Your Love From Me","Up An' Atom","Gene Krupa","Jazz","","T"
124,1,0.99,0.99,20220622,648,"Onde Anda Voc�","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
124,1,0.99,0.99,20220622,657,"Deixa","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
125,1,0.99,0.99,20220630,671,"As Rosas N�o Falam (Beth Carvalho)","Vozes do MPB","Various Artists","Latin","","T"
126,1,0.99,0.99,20220713,672,"Wave (Os Cariocas)","Vozes do MPB","Various Artists","Latin","","T"
126,1,0.99,0.99,20220713,673,"Garota de Ipanema (Dick Farney)","Vozes do MPB","Various Artists","Latin","","T"
127,1,0.99,0.99,20220713,675,"Susie Q","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
127,1,0.99,0.99,20220713,677,"Proud Mary","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
128,1,0.99,0.99,20220714,679,"Lodi","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
128,1,0.99,0.99,20220714,681,"Commotion","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
128,1,0.99,0.99,20220714,683,"Fortunate Son","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
128,1,0.99,0.99,20220714,685,"Who'll Stop The Rain","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
129,1,0.99,0.99,20220715,689,"Long As I Can See The Light","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
129,1,0.99,0.99,20220715,693,"Sweet Hitch-Hiker","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
129,1,0.99,0.99,20220715,697,"Born On The Bayou","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
129,1,0.99,0.99,20220715,701,"Night Time Is The Right Time","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
129,1,0.99,0.99,20220715,705,"The Midnight Special","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
129,1,0.99,0.99,20220715,709,"(Wish I Could) Hideaway","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
130,1,0.99,0.99,20220718,715,"Gatas Extraordin�rias","C�ssia Eller - Cole��o Sem Limite [Disc 2]","C�ssia Eller","Latin","","T"
130,1,0.99,0.99,20220718,721,"Voc� Passa Eu Acho Gra�a (Ao Vivo)","C�ssia Eller - Cole��o Sem Limite [Disc 2]","C�ssia Eller","Latin","","T"
130,1,0.99,0.99,20220718,727,"N�o Sei O Que Eu Quero Da Vida","C�ssia Eller - Cole��o Sem Limite [Disc 2]","C�ssia Eller","Latin","","T"
130,1,0.99,0.99,20220718,733,"E.C.T.","C�ssia Eller - Sem Limite [Disc 1]","C�ssia Eller","Latin","","T"
130,1,0.99,0.99,20220718,739,"Eleanor Rigby","C�ssia Eller - Sem Limite [Disc 1]","C�ssia Eller","Latin","","T"
130,1,0.99,0.99,20220718,745,"Comin' Home","Come Taste The Band","Deep Purple","Rock","","T"
130,1,0.99,0.99,20220718,751,"Love Child","Come Taste The Band","Deep Purple","Rock","","T"
130,1,0.99,0.99,20220718,757,"Flight Of The Rat","Deep Purple In Rock","Deep Purple","Rock","","T"
130,1,0.99,0.99,20220718,763,"Strange Kind Of Woman","Fireball","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,772,"Black Night","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,781,"Pictures Of Home","Machine Head","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,790,"Cascades : I'm Not Your Lover","Purpendicular","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,799,"The Cut Runs Deep","Slaves And Masters","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,808,"Love Don't Mean a Thing","Stormbringer","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,817,"Lick It Up","The Battle Rages On","Deep Purple","Rock","","T"
131,1,0.99,0.99,20220723,826,"Pour Some Sugar On Me","Vault: Def Leppard's Greatest Hits","Def Leppard","Rock","","T"
131,1,0.99,0.99,20220723,835,"Action","Vault: Def Leppard's Greatest Hits","Def Leppard","Rock","","T"
131,1,0.99,0.99,20220723,844,"Groovus Interruptus","Outbreak","Dennis Chambers","Jazz","","T"
131,1,0.99,0.99,20220723,853,"Cigano","Djavan Ao Vivo - Vol. 02","Djavan","Latin","","T"
131,1,0.99,0.99,20220723,862,"Acelerou","Djavan Ao Vivo - Vol. 02","Djavan","Latin","","T"
131,1,0.99,0.99,20220723,871,"Azul","Djavan Ao Vivo - Vol. 1","Djavan","Latin","","T"
131,1,0.99,0.99,20220723,880,"Dois Pra L� Dois Pra C�","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
131,1,0.99,0.99,20220723,889,"Maria Rosa","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
132,1,0.99,0.99,20220731,903,"Lay Down Sally","The Cream Of Clapton","Eric Clapton","Blues","","T"
133,1,0.99,0.99,20220813,904,"Knockin On Heavens Door","The Cream Of Clapton","Eric Clapton","Blues","","T"
133,1,0.99,0.99,20220813,905,"Wonderful Tonight","The Cream Of Clapton","Eric Clapton","Blues","","T"
134,1,0.99,0.99,20220813,907,"Promises","The Cream Of Clapton","Eric Clapton","Blues","","T"
134,1,0.99,0.99,20220813,909,"Signe","Unplugged","Eric Clapton","Blues","","T"
